model_id,variant_id,question_id,family,condition,sentence_index,raw_score,normalized_ai_risk
gemini-3.1-pro-preview,reverse,x11_shared_office,opinion_from_experience,post,1,88,12
gemini-3.1-pro-preview,reverse,x11_shared_office,opinion_from_experience,post,2,92,8
gemini-3.1-pro-preview,reverse,x11_shared_office,opinion_from_experience,post,3,85,15
gemini-3.1-pro-preview,reverse,x11_shared_office,opinion_from_experience,post,4,94,6
gemini-3.1-pro-preview,reverse,x11_shared_office,opinion_from_experience,post,5,91,9
gemini-3.1-pro-preview,reverse,x11_shared_office,opinion_from_experience,post,6,72,28
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,live,0,95,5
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,live,1,98,2
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,live,2,94,6
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,live,3,96,4
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,live,4,95,5
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,live,5,92,8
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,live,6,97,3
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,post,0,92,8
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,post,1,88,12
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,post,2,95,5
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,post,3,90,10
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,post,4,85,15
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,post,5,80,20
gemini-3.1-pro-preview,reverse,x12_bus_detour,everyday_anecdote,post,6,92,8
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,live,0,95,5
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,live,1,92,8
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,live,2,88,12
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,live,3,94,6
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,live,4,90,10
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,live,5,96,4
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,live,6,93,7
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,live,7,97,3
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,post,0,92,8
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,post,1,89,11
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,post,2,75,25
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,post,3,90,10
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,post,4,85,15
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,post,5,94,6
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,post,6,82,18
gemini-3.1-pro-preview,reverse,x13_small_restaurant,recommendation_post,post,7,96,4
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,live,0,95,5
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,live,1,92,8
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,live,2,89,11
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,live,3,94,6
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,live,4,90,10
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,live,5,88,12
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,live,6,91,9
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,live,7,96,4
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,post,0,94,6
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,post,1,97,3
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,post,2,90,10
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,post,3,95,5
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,post,4,92,8
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,post,5,88,12
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,post,6,89,11
gemini-3.1-pro-preview,reverse,x14_language_class,personal_social_post,post,7,96,4
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,live,0,98,2
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,live,1,95,5
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,live,2,92,8
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,live,3,96,4
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,live,4,99,1
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,live,5,94,6
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,live,6,97,3
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,live,7,98,2
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,post,0,98,2
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,post,1,95,5
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,post,2,92,8
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,post,3,94,6
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,post,4,97,3
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,post,5,95,5
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,post,6,88,12
gemini-3.1-pro-preview,reverse,x15_school_pickup,parent_message,post,7,90,10
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,live,0,95,5
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,live,1,92,8
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,live,2,98,2
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,live,3,96,4
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,live,4,97,3
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,live,5,94,6
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,live,6,95,5
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,post,0,95,5
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,post,1,92,8
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,post,2,98,2
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,post,3,90,10
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,post,4,96,4
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,post,5,85,15
gemini-3.1-pro-preview,reverse,x16_museum,event_recap,post,6,94,6
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,live,0,95,5
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,live,1,98,2
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,live,2,96,4
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,live,3,94,6
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,live,4,92,8
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,live,5,95,5
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,live,6,90,10
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,post,0,94,6
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,post,1,98,2
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,post,2,85,15
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,post,3,92,8
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,post,4,95,5
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,post,5,89,11
gemini-3.1-pro-preview,reverse,x17_neighbor_package,practical_message,post,6,96,4
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,live,0,95,5
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,live,1,98,2
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,live,2,94,6
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,live,3,97,3
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,live,4,99,1
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,live,5,96,4
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,live,6,95,5
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,post,0,90,10
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,post,1,95,5
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,post,2,55,45
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,post,3,85,15
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,post,4,99,1
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,post,5,92,8
gemini-3.1-pro-preview,reverse,x18_failed_recipe,personal_social_post,post,6,80,20
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,live,0,95,5
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,live,1,92,8
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,live,2,98,2
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,live,3,94,6
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,live,4,96,4
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,live,5,91,9
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,live,6,97,3
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,live,7,99,1
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,post,0,95,5
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,post,1,92,8
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,post,2,96,4
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,post,3,90,10
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,post,4,94,6
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,post,5,93,7
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,post,6,88,12
gemini-3.1-pro-preview,reverse,x19_phone_repair,service_experience,post,7,85,15
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,live,0,92,8
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,live,1,95,5
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,live,2,89,11
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,live,3,91,9
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,live,4,96,4
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,live,5,98,2
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,live,6,94,6
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,post,0,92,8
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,post,1,89,11
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,post,2,85,15
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,post,3,88,12
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,post,4,95,5
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,post,5,98,2
gemini-3.1-pro-preview,reverse,x20_meeting_disagreement,workplace_anecdote,post,6,90,10
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,live,0,92,8
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,live,1,88,12
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,live,2,95,5
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,live,3,90,10
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,live,4,85,15
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,live,5,94,6
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,live,6,96,4
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,post,0,92,8
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,post,1,95,5
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,post,2,89,11
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,post,3,85,15
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,post,4,94,6
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,post,5,82,18
gemini-3.1-pro-preview,reverse,x21_early_flight,travel_moment,post,6,96,4
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,live,0,92,8
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,live,1,95,5
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,live,2,94,6
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,live,3,98,2
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,live,4,97,3
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,live,5,96,4
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,live,6,95,5
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,post,0,95,5
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,post,1,98,2
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,post,2,92,8
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,post,3,99,1
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,post,4,90,10
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,post,5,97,3
gemini-3.1-pro-preview,reverse,x22_market_purchase,neighborhood_observation,post,6,94,6
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,live,0,88,12
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,live,1,94,6
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,live,2,92,8
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,live,3,96,4
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,live,4,93,7
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,live,5,95,5
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,live,6,90,10
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,post,0,65,35
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,post,1,72,28
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,post,2,45,55
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,post,3,68,32
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,post,4,82,18
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,post,5,88,12
gemini-3.1-pro-preview,reverse,x23_child_birthday,event_recap,post,6,78,22
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,live,0,92,8
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,live,1,88,12
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,live,2,95,5
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,live,3,85,15
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,live,4,94,6
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,live,5,89,11
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,live,6,82,18
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,live,7,96,4
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,post,0,82,18
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,post,1,45,55
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,post,2,78,22
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,post,3,35,65
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,post,4,60,40
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,post,5,40,60
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,post,6,25,75
gemini-3.1-pro-preview,reverse,x24_movie_recommendation,recommendation_post,post,7,68,32
gpt-5.5,minimal,x01_friend_cancel,informal_message,live,0,8,8
gpt-5.5,minimal,x01_friend_cancel,informal_message,live,1,10,10
gpt-5.5,minimal,x01_friend_cancel,informal_message,live,2,7,7
gpt-5.5,minimal,x01_friend_cancel,informal_message,live,3,9,9
gpt-5.5,minimal,x01_friend_cancel,informal_message,live,4,6,6
gpt-5.5,minimal,x01_friend_cancel,informal_message,live,5,11,11
gpt-5.5,minimal,x01_friend_cancel,informal_message,live,6,8,8
gpt-5.5,minimal,x01_friend_cancel,informal_message,post,0,18,18
gpt-5.5,minimal,x01_friend_cancel,informal_message,post,1,14,14
gpt-5.5,minimal,x01_friend_cancel,informal_message,post,2,20,20
gpt-5.5,minimal,x01_friend_cancel,informal_message,post,3,16,16
gpt-5.5,minimal,x01_friend_cancel,informal_message,post,4,10,10
gpt-5.5,minimal,x01_friend_cancel,informal_message,post,5,15,15
gpt-5.5,minimal,x01_friend_cancel,informal_message,post,6,21,21
gpt-5.5,minimal,x02_team_delay,workplace_message,live,0,12,12
gpt-5.5,minimal,x02_team_delay,workplace_message,live,1,15,15
gpt-5.5,minimal,x02_team_delay,workplace_message,live,2,18,18
gpt-5.5,minimal,x02_team_delay,workplace_message,live,3,10,10
gpt-5.5,minimal,x02_team_delay,workplace_message,live,4,14,14
gpt-5.5,minimal,x02_team_delay,workplace_message,live,5,16,16
gpt-5.5,minimal,x02_team_delay,workplace_message,post,0,14,14
gpt-5.5,minimal,x02_team_delay,workplace_message,post,1,17,17
gpt-5.5,minimal,x02_team_delay,workplace_message,post,2,19,19
gpt-5.5,minimal,x02_team_delay,workplace_message,post,3,21,21
gpt-5.5,minimal,x02_team_delay,workplace_message,post,4,12,12
gpt-5.5,minimal,x02_team_delay,workplace_message,post,5,18,18
gpt-5.5,minimal,x03_landlord_update,practical_message,live,0,12,12
gpt-5.5,minimal,x03_landlord_update,practical_message,live,1,8,8
gpt-5.5,minimal,x03_landlord_update,practical_message,live,2,10,10
gpt-5.5,minimal,x03_landlord_update,practical_message,live,3,14,14
gpt-5.5,minimal,x03_landlord_update,practical_message,live,4,11,11
gpt-5.5,minimal,x03_landlord_update,practical_message,live,5,13,13
gpt-5.5,minimal,x03_landlord_update,practical_message,live,6,6,6
gpt-5.5,minimal,x03_landlord_update,practical_message,post,0,22,22
gpt-5.5,minimal,x03_landlord_update,practical_message,post,1,18,18
gpt-5.5,minimal,x03_landlord_update,practical_message,post,2,24,24
gpt-5.5,minimal,x03_landlord_update,practical_message,post,3,30,30
gpt-5.5,minimal,x03_landlord_update,practical_message,post,4,20,20
gpt-5.5,minimal,x03_landlord_update,practical_message,post,5,26,26
gpt-5.5,minimal,x03_landlord_update,practical_message,post,6,8,8
gpt-5.5,minimal,x04_old_photo,personal_social_post,live,0,18,18
gpt-5.5,minimal,x04_old_photo,personal_social_post,live,1,14,14
gpt-5.5,minimal,x04_old_photo,personal_social_post,live,2,12,12
gpt-5.5,minimal,x04_old_photo,personal_social_post,live,3,10,10
gpt-5.5,minimal,x04_old_photo,personal_social_post,live,4,16,16
gpt-5.5,minimal,x04_old_photo,personal_social_post,live,5,13,13
gpt-5.5,minimal,x04_old_photo,personal_social_post,live,6,11,11
gpt-5.5,minimal,x04_old_photo,personal_social_post,post,0,18,18
gpt-5.5,minimal,x04_old_photo,personal_social_post,post,1,14,14
gpt-5.5,minimal,x04_old_photo,personal_social_post,post,2,16,16
gpt-5.5,minimal,x04_old_photo,personal_social_post,post,3,12,12
gpt-5.5,minimal,x04_old_photo,personal_social_post,post,4,20,20
gpt-5.5,minimal,x04_old_photo,personal_social_post,post,5,22,22
gpt-5.5,minimal,x04_old_photo,personal_social_post,post,6,10,10
gpt-5.5,minimal,x05_headphones,product_experience,live,0,18,18
gpt-5.5,minimal,x05_headphones,product_experience,live,1,24,24
gpt-5.5,minimal,x05_headphones,product_experience,live,2,19,19
gpt-5.5,minimal,x05_headphones,product_experience,live,3,21,21
gpt-5.5,minimal,x05_headphones,product_experience,live,4,16,16
gpt-5.5,minimal,x05_headphones,product_experience,live,5,20,20
gpt-5.5,minimal,x05_headphones,product_experience,post,0,42,42
gpt-5.5,minimal,x05_headphones,product_experience,post,1,38,38
gpt-5.5,minimal,x05_headphones,product_experience,post,2,35,35
gpt-5.5,minimal,x05_headphones,product_experience,post,3,31,31
gpt-5.5,minimal,x05_headphones,product_experience,post,4,36,36
gpt-5.5,minimal,x05_headphones,product_experience,post,5,40,40
gpt-5.5,minimal,x06_meal_delivery,service_experience,live,0,18,18
gpt-5.5,minimal,x06_meal_delivery,service_experience,live,1,22,22
gpt-5.5,minimal,x06_meal_delivery,service_experience,live,2,19,19
gpt-5.5,minimal,x06_meal_delivery,service_experience,live,3,14,14
gpt-5.5,minimal,x06_meal_delivery,service_experience,live,4,16,16
gpt-5.5,minimal,x06_meal_delivery,service_experience,live,5,17,17
gpt-5.5,minimal,x06_meal_delivery,service_experience,post,0,24,24
gpt-5.5,minimal,x06_meal_delivery,service_experience,post,1,28,28
gpt-5.5,minimal,x06_meal_delivery,service_experience,post,2,32,32
gpt-5.5,minimal,x06_meal_delivery,service_experience,post,3,18,18
gpt-5.5,minimal,x06_meal_delivery,service_experience,post,4,23,23
gpt-5.5,minimal,x06_meal_delivery,service_experience,post,5,30,30
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,live,0,12,12
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,live,1,9,9
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,live,2,10,10
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,live,3,8,8
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,live,4,11,11
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,live,5,14,14
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,post,0,12,12
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,post,1,16,16
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,post,2,10,10
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,post,3,14,14
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,post,4,11,11
gpt-5.5,minimal,x07_colleague_thanks,workplace_message,post,5,32,32
gpt-5.5,minimal,x08_weekend_change,informal_message,live,0,18,18
gpt-5.5,minimal,x08_weekend_change,informal_message,live,1,12,12
gpt-5.5,minimal,x08_weekend_change,informal_message,live,2,15,15
gpt-5.5,minimal,x08_weekend_change,informal_message,live,3,10,10
gpt-5.5,minimal,x08_weekend_change,informal_message,live,4,9,9
gpt-5.5,minimal,x08_weekend_change,informal_message,live,5,16,16
gpt-5.5,minimal,x08_weekend_change,informal_message,live,6,11,11
gpt-5.5,minimal,x08_weekend_change,informal_message,post,0,18,18
gpt-5.5,minimal,x08_weekend_change,informal_message,post,1,22,22
gpt-5.5,minimal,x08_weekend_change,informal_message,post,2,15,15
gpt-5.5,minimal,x08_weekend_change,informal_message,post,3,18,18
gpt-5.5,minimal,x08_weekend_change,informal_message,post,4,20,20
gpt-5.5,minimal,x08_weekend_change,informal_message,post,5,24,24
gpt-5.5,minimal,x08_weekend_change,informal_message,post,6,27,27
gpt-5.5,minimal,x09_bookstore,recommendation_post,live,0,12,12
gpt-5.5,minimal,x09_bookstore,recommendation_post,live,1,18,18
gpt-5.5,minimal,x09_bookstore,recommendation_post,live,2,10,10
gpt-5.5,minimal,x09_bookstore,recommendation_post,live,3,22,22
gpt-5.5,minimal,x09_bookstore,recommendation_post,live,4,9,9
gpt-5.5,minimal,x09_bookstore,recommendation_post,live,5,14,14
gpt-5.5,minimal,x09_bookstore,recommendation_post,live,6,11,11
gpt-5.5,minimal,x09_bookstore,recommendation_post,post,0,18,18
gpt-5.5,minimal,x09_bookstore,recommendation_post,post,1,22,22
gpt-5.5,minimal,x09_bookstore,recommendation_post,post,2,20,20
gpt-5.5,minimal,x09_bookstore,recommendation_post,post,3,25,25
gpt-5.5,minimal,x09_bookstore,recommendation_post,post,4,16,16
gpt-5.5,minimal,x09_bookstore,recommendation_post,post,5,21,21
gpt-5.5,minimal,x09_bookstore,recommendation_post,post,6,19,19
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,live,0,18,18
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,live,1,14,14
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,live,2,12,12
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,live,3,16,16
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,live,4,20,20
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,live,5,15,15
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,post,0,42,42
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,post,1,28,28
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,post,2,18,18
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,post,3,30,30
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,post,4,34,34
gpt-5.5,minimal,x10_dentist_wait,everyday_anecdote,post,5,32,32
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,live,0,18,18
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,live,1,14,14
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,live,2,12,12
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,live,3,10,10
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,live,4,16,16
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,live,5,20,20
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,live,6,13,13
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,post,0,28,28
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,post,1,24,24
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,post,2,32,32
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,post,3,26,26
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,post,4,31,31
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,post,5,34,34
gpt-5.5,minimal,x11_shared_office,opinion_from_experience,post,6,29,29
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,live,0,18,18
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,live,1,14,14
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,live,2,16,16
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,live,3,12,12
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,live,4,15,15
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,live,5,13,13
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,live,6,10,10
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,post,0,42,42
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,post,1,30,30
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,post,2,38,38
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,post,3,27,27
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,post,4,34,34
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,post,5,39,39
gpt-5.5,minimal,x12_bus_detour,everyday_anecdote,post,6,24,24
gpt-5.5,minimal,x13_small_restaurant,recommendation_post,live,0,18,18
gpt-5.5,minimal,x13_small_restaurant,recommendation_post,live,1,22,22
