model_id,question_id,family,sentence_index,live_score,post_score,replay_score
gemma-3-12b-it,p040,technology,1,25,5,
gemma-3-12b-it,p040,technology,2,40,65,
gemma-3-12b-it,p040,technology,3,30,40,
gemma-3-12b-it,p040,technology,4,55,10,
gemma-3-12b-it,p040,technology,5,20,20,
gemma-3-12b-it,p040,technology,6,35,30,
gemma-3-12b-it,p042,economics,0,15,15,
gemma-3-12b-it,p042,economics,1,25,35,
gemma-3-12b-it,p042,economics,2,35,60,
gemma-3-12b-it,p042,economics,3,40,45,
gemma-3-12b-it,p042,economics,4,55,20,
gemma-3-12b-it,p042,economics,5,65,55,
gemma-3-12b-it,p042,economics,6,70,30,
gemma-3-12b-it,p044,economics,0,15,15,
gemma-3-12b-it,p044,economics,1,25,25,
gemma-3-12b-it,p044,economics,2,35,30,
gemma-3-12b-it,p044,economics,3,40,40,
gemma-3-12b-it,p044,economics,4,55,55,
gemma-3-12b-it,p044,economics,5,65,65,
gemma-3-12b-it,p044,economics,6,75,75,
gemma-3-12b-it,p045,economics,0,15,15,
gemma-3-12b-it,p045,economics,1,25,5,
gemma-3-12b-it,p045,economics,2,40,10,
gemma-3-12b-it,p045,economics,3,65,65,
gemma-3-12b-it,p045,economics,4,30,20,
gemma-3-12b-it,p045,economics,5,5,80,
gemma-3-12b-it,p046,economics,0,15,15,
gemma-3-12b-it,p046,economics,1,30,25,
gemma-3-12b-it,p046,economics,2,55,55,
gemma-3-12b-it,p046,economics,3,65,65,
gemma-3-12b-it,p046,economics,4,75,40,
gemma-3-12b-it,p046,economics,5,85,30,
gemma-3-12b-it,p046,economics,6,90,10,
gemma-3-12b-it,p052,geography,0,75,15,
gemma-3-12b-it,p052,geography,1,60,5,
gemma-3-12b-it,p052,geography,2,85,30,
gemma-3-12b-it,p052,geography,3,50,25,
gemma-3-12b-it,p052,geography,4,40,60,
gemma-3-12b-it,p052,geography,5,30,10,
gemma-3-12b-it,p052,geography,6,90,50,
gemma-3-12b-it,p054,geography,0,15,15,
gemma-3-12b-it,p054,geography,1,35,35,
gemma-3-12b-it,p054,geography,2,55,45,
gemma-3-12b-it,p054,geography,3,65,60,
gemma-3-12b-it,p054,geography,4,75,75,
gemma-3-12b-it,p054,geography,5,85,50,
gemma-3-12b-it,p054,geography,6,20,20,
gemma-3-12b-it,p056,geography,0,15,15,
gemma-3-12b-it,p056,geography,1,30,60,
gemma-3-12b-it,p056,geography,2,25,75,
gemma-3-12b-it,p056,geography,3,5,5,
gemma-3-12b-it,p056,geography,4,40,85,
gemma-3-12b-it,p056,geography,5,60,70,
gemma-3-12b-it,p056,geography,6,55,20,
gemma-3-12b-it,p060,geography,0,15,,
gemma-3-12b-it,p060,geography,1,35,,
gemma-3-12b-it,p060,geography,2,60,,
gemma-3-12b-it,p060,geography,3,50,,
gemma-3-12b-it,p060,geography,4,40,,
gemma-3-12b-it,p060,geography,5,5,,
gemma-3-12b-it,p065,food_culture,0,65,25,
gemma-3-12b-it,p065,food_culture,1,75,65,
gemma-3-12b-it,p065,food_culture,2,40,15,
gemma-3-12b-it,p065,food_culture,3,30,40,
gemma-3-12b-it,p065,food_culture,4,85,55,
gemma-3-12b-it,p065,food_culture,5,55,75,
gemma-3-12b-it,p065,food_culture,6,25,30,
gemma-3-12b-it,p066,food_culture,0,25,15,
gemma-3-12b-it,p066,food_culture,1,15,25,
gemma-3-12b-it,p066,food_culture,2,30,35,
gemma-3-12b-it,p066,food_culture,3,40,40,
gemma-3-12b-it,p066,food_culture,4,55,55,
gemma-3-12b-it,p066,food_culture,5,65,65,
gemma-3-12b-it,p066,food_culture,6,75,75,
gemma-3-12b-it,p068,food_culture,0,25,15,
gemma-3-12b-it,p068,food_culture,1,15,25,
gemma-3-12b-it,p068,food_culture,2,40,40,
gemma-3-12b-it,p068,food_culture,3,35,35,
gemma-3-12b-it,p068,food_culture,4,10,20,
gemma-3-12b-it,p068,food_culture,5,65,55,
gemma-3-12b-it,p068,food_culture,6,30,10,
gemma-3-12b-it,p071,language,0,65,15,
gemma-3-12b-it,p071,language,1,40,35,
gemma-3-12b-it,p071,language,2,30,55,
gemma-3-12b-it,p071,language,3,70,40,
gemma-3-12b-it,p071,language,4,55,65,
gemma-3-12b-it,p071,language,5,85,75,
gemma-3-12b-it,p071,language,6,25,20,
gemma-3-12b-it,p072,language,0,25,15,
gemma-3-12b-it,p072,language,1,40,25,
gemma-3-12b-it,p072,language,2,30,40,
gemma-3-12b-it,p072,language,3,55,55,
gemma-3-12b-it,p072,language,4,45,65,
gemma-3-12b-it,p072,language,5,35,75,
gemma-3-12b-it,p072,language,6,15,10,
gemma-3-12b-it,p073,language,0,25,15,
gemma-3-12b-it,p073,language,1,65,30,
gemma-3-12b-it,p073,language,2,40,5,
gemma-3-12b-it,p073,language,3,80,25,
gemma-3-12b-it,p073,language,4,35,40,
gemma-3-12b-it,p073,language,5,55,60,
gemma-3-12b-it,p073,language,6,15,10,
gemma-3-12b-it,p077,language,0,15,15,
gemma-3-12b-it,p077,language,1,30,25,
gemma-3-12b-it,p077,language,2,55,40,
gemma-3-12b-it,p077,language,3,40,30,
gemma-3-12b-it,p077,language,4,65,60,
gemma-3-12b-it,p077,language,5,20,55,
gemma-3-12b-it,p077,language,6,10,20,
gemma-3-12b-it,p081,arts_culture,0,35,15,
gemma-3-12b-it,p081,arts_culture,1,60,35,
gemma-3-12b-it,p081,arts_culture,2,40,25,
gemma-3-12b-it,p081,arts_culture,3,75,40,
gemma-3-12b-it,p081,arts_culture,4,85,55,
gemma-3-12b-it,p081,arts_culture,5,55,65,
gemma-3-12b-it,p081,arts_culture,6,30,30,
gemma-3-12b-it,p082,arts_culture,0,15,15,
gemma-3-12b-it,p082,arts_culture,1,20,25,
gemma-3-12b-it,p082,arts_culture,2,45,65,
gemma-3-12b-it,p082,arts_culture,3,30,30,
gemma-3-12b-it,p082,arts_culture,4,55,40,
gemma-3-12b-it,p082,arts_culture,5,65,55,
gemma-3-12b-it,p082,arts_culture,6,35,20,
gemma-3-12b-it,p084,arts_culture,0,15,15,
gemma-3-12b-it,p084,arts_culture,1,30,35,
gemma-3-12b-it,p084,arts_culture,2,20,5,
gemma-3-12b-it,p084,arts_culture,3,45,40,
gemma-3-12b-it,p084,arts_culture,4,55,25,
gemma-3-12b-it,p084,arts_culture,5,35,30,
gemma-3-12b-it,p084,arts_culture,6,10,55,
gemma-3-12b-it,p086,arts_culture,0,35,15,
gemma-3-12b-it,p086,arts_culture,1,20,30,
gemma-3-12b-it,p086,arts_culture,2,65,65,
gemma-3-12b-it,p086,arts_culture,3,40,50,
gemma-3-12b-it,p086,arts_culture,4,70,40,
gemma-3-12b-it,p086,arts_culture,5,50,70,
gemma-3-12b-it,p086,arts_culture,6,30,25,
gemma-3-12b-it,p092,misconceptions,0,20,15,
gemma-3-12b-it,p092,misconceptions,1,10,5,
gemma-3-12b-it,p092,misconceptions,2,35,30,
gemma-3-12b-it,p092,misconceptions,3,15,20,
gemma-3-12b-it,p092,misconceptions,4,25,40,
gemma-3-12b-it,p092,misconceptions,5,5,55,
gemma-3-12b-it,p092,misconceptions,6,40,35,
gemma-3-12b-it,p095,misconceptions,0,25,,
gemma-3-12b-it,p095,misconceptions,1,15,,
gemma-3-12b-it,p095,misconceptions,2,40,,
gemma-3-12b-it,p095,misconceptions,3,30,,
gemma-3-12b-it,p095,misconceptions,4,55,,
gemma-3-12b-it,p095,misconceptions,5,65,,
gemma-3-12b-it,p096,misconceptions,0,15,15,
gemma-3-12b-it,p096,misconceptions,1,20,35,
gemma-3-12b-it,p096,misconceptions,2,35,55,
gemma-3-12b-it,p096,misconceptions,3,45,75,
gemma-3-12b-it,p096,misconceptions,4,55,60,
gemma-3-12b-it,p096,misconceptions,5,65,45,
gemma-3-12b-it,p096,misconceptions,6,10,20,
gemma-3-12b-it,p099,misconceptions,0,10,12,
gemma-3-12b-it,p099,misconceptions,1,25,35,
gemma-3-12b-it,p099,misconceptions,2,15,78,
gemma-3-12b-it,p099,misconceptions,3,40,55,
gemma-3-12b-it,p099,misconceptions,4,55,68,
gemma-3-12b-it,p099,misconceptions,5,65,82,
gemma-3-12b-it,p099,misconceptions,6,75,41,
gpt-5.5,p001,history,0,28,35,35
gpt-5.5,p001,history,1,18,18,18
gpt-5.5,p001,history,2,31,28,24
gpt-5.5,p001,history,3,24,42,22
gpt-5.5,p001,history,4,27,34,21
gpt-5.5,p001,history,5,20,22,20
gpt-5.5,p002,history,0,22,35,
gpt-5.5,p002,history,1,15,25,
gpt-5.5,p002,history,2,18,40,
gpt-5.5,p002,history,3,20,45,
gpt-5.5,p002,history,4,24,55,
gpt-5.5,p002,history,5,19,50,
gpt-5.5,p003,history,0,18,15,
gpt-5.5,p003,history,1,22,28,
gpt-5.5,p003,history,2,20,24,
gpt-5.5,p003,history,3,27,36,
gpt-5.5,p003,history,4,24,34,
gpt-5.5,p003,history,5,16,20,
gpt-5.5,p004,history,0,22,35,
gpt-5.5,p004,history,1,28,42,
gpt-5.5,p004,history,2,18,30,
gpt-5.5,p004,history,3,31,45,
gpt-5.5,p004,history,4,24,32,
gpt-5.5,p004,history,5,20,50,
gpt-5.5,p012,science,0,12,12,
gpt-5.5,p012,science,1,18,18,
gpt-5.5,p012,science,2,22,15,
gpt-5.5,p012,science,3,26,22,
gpt-5.5,p012,science,4,24,20,
gpt-5.5,p012,science,5,16,16,
gpt-5.5,p013,science,0,12,10,
gpt-5.5,p013,science,1,18,12,
gpt-5.5,p013,science,2,10,8,
gpt-5.5,p013,science,3,22,15,
gpt-5.5,p013,science,4,8,7,
gpt-5.5,p013,science,5,24,18,
gpt-5.5,p015,science,0,18,10,
gpt-5.5,p015,science,1,32,22,
gpt-5.5,p015,science,2,21,13,
gpt-5.5,p015,science,3,24,18,
gpt-5.5,p015,science,4,27,12,
gpt-5.5,p015,science,5,22,15,
gpt-5.5,p018,science,0,18,15,
gpt-5.5,p018,science,1,34,45,
gpt-5.5,p018,science,2,28,25,
gpt-5.5,p018,science,3,36,40,
gpt-5.5,p018,science,4,31,35,
gpt-5.5,p018,science,5,20,20,
gpt-5.5,p021,biology_medicine,0,12,10,
gpt-5.5,p021,biology_medicine,1,18,18,
gpt-5.5,p021,biology_medicine,2,16,15,
gpt-5.5,p021,biology_medicine,3,13,13,
gpt-5.5,p021,biology_medicine,4,17,20,
gpt-5.5,p021,biology_medicine,5,10,12,
gpt-5.5,p025,biology_medicine,0,12,15,
gpt-5.5,p025,biology_medicine,1,18,18,
gpt-5.5,p025,biology_medicine,2,31,35,
gpt-5.5,p025,biology_medicine,3,24,28,
gpt-5.5,p025,biology_medicine,4,17,22,
gpt-5.5,p025,biology_medicine,5,14,20,
gpt-5.5,p027,biology_medicine,0,18,18,
gpt-5.5,p027,biology_medicine,1,31,32,
gpt-5.5,p027,biology_medicine,2,24,24,
gpt-5.5,p027,biology_medicine,3,17,16,
gpt-5.5,p027,biology_medicine,4,35,30,
gpt-5.5,p027,biology_medicine,5,20,20,
gpt-5.5,p029,biology_medicine,0,12,12,
gpt-5.5,p029,biology_medicine,1,18,22,
gpt-5.5,p029,biology_medicine,2,28,32,
gpt-5.5,p029,biology_medicine,3,16,24,
gpt-5.5,p029,biology_medicine,4,10,15,
gpt-5.5,p029,biology_medicine,5,20,27,
gpt-5.5,p033,technology,0,12,12,
gpt-5.5,p033,technology,1,18,18,
gpt-5.5,p033,technology,2,15,15,
gpt-5.5,p033,technology,3,10,10,
gpt-5.5,p033,technology,4,20,20,
gpt-5.5,p033,technology,5,9,12,
gpt-5.5,p034,technology,0,18,18,
gpt-5.5,p034,technology,1,22,22,
gpt-5.5,p034,technology,2,28,28,
gpt-5.5,p034,technology,3,25,24,
gpt-5.5,p034,technology,4,12,15,
gpt-5.5,p034,technology,5,20,25,
gpt-5.5,p035,technology,0,12,8,
gpt-5.5,p035,technology,1,18,18,
gpt-5.5,p035,technology,2,20,15,
gpt-5.5,p035,technology,3,23,17,
gpt-5.5,p035,technology,4,16,12,
gpt-5.5,p035,technology,5,10,9,
gpt-5.5,p040,technology,0,12,10,
gpt-5.5,p040,technology,1,18,25,
gpt-5.5,p040,technology,2,10,15,
gpt-5.5,p040,technology,3,14,20,
gpt-5.5,p040,technology,4,22,35,
gpt-5.5,p040,technology,5,9,12,
gpt-5.5,p042,economics,0,12,18,15
gpt-5.5,p042,economics,1,10,24,18
gpt-5.5,p042,economics,2,15,22,17
gpt-5.5,p042,economics,3,11,20,16
gpt-5.5,p042,economics,4,13,28,18
gpt-5.5,p042,economics,5,9,16,14
gpt-5.5,p044,economics,0,28,35,32
gpt-5.5,p044,economics,1,35,45,35
gpt-5.5,p044,economics,2,24,30,31
gpt-5.5,p044,economics,3,20,25,29
gpt-5.5,p044,economics,4,18,40,30
gpt-5.5,p044,economics,5,15,30,27
gpt-5.5,p045,economics,0,12,18,
gpt-5.5,p045,economics,1,9,14,
gpt-5.5,p045,economics,2,8,16,
gpt-5.5,p045,economics,3,22,42,
gpt-5.5,p045,economics,4,15,28,
gpt-5.5,p045,economics,5,7,12,
gpt-5.5,p046,economics,0,12,15,
gpt-5.5,p046,economics,1,24,32,
gpt-5.5,p046,economics,2,18,24,
gpt-5.5,p046,economics,3,16,22,
gpt-5.5,p046,economics,4,14,25,
gpt-5.5,p046,economics,5,11,18,
gpt-5.5,p052,geography,0,18,18,
gpt-5.5,p052,geography,1,22,25,
gpt-5.5,p052,geography,2,20,28,
gpt-5.5,p052,geography,3,24,24,
gpt-5.5,p052,geography,4,12,12,
gpt-5.5,p052,geography,5,21,20,
gpt-5.5,p054,geography,0,18,12,
gpt-5.5,p054,geography,1,27,24,
gpt-5.5,p054,geography,2,23,20,
gpt-5.5,p054,geography,3,24,22,
gpt-5.5,p054,geography,4,16,17,
gpt-5.5,p054,geography,5,14,14,
gpt-5.5,p056,geography,0,12,20,
gpt-5.5,p056,geography,1,18,25,
gpt-5.5,p056,geography,2,22,35,
gpt-5.5,p056,geography,3,24,40,
gpt-5.5,p056,geography,4,16,30,
gpt-5.5,p056,geography,5,20,35,
gpt-5.5,p060,geography,0,12,12,
gpt-5.5,p060,geography,1,18,18,
gpt-5.5,p060,geography,2,16,14,
gpt-5.5,p060,geography,3,10,8,
gpt-5.5,p060,geography,4,20,24,
gpt-5.5,p060,geography,5,9,10,
gpt-5.5,p065,food_culture,0,12,18,
gpt-5.5,p065,food_culture,1,15,24,
gpt-5.5,p065,food_culture,2,18,32,
gpt-5.5,p065,food_culture,3,20,36,
gpt-5.5,p065,food_culture,4,22,40,
gpt-5.5,p065,food_culture,5,10,22,
gpt-5.5,p066,food_culture,0,14,8,
gpt-5.5,p066,food_culture,1,18,14,
gpt-5.5,p066,food_culture,2,21,12,
gpt-5.5,p066,food_culture,3,16,10,
gpt-5.5,p066,food_culture,4,20,13,
gpt-5.5,p066,food_culture,5,13,9,
gpt-5.5,p068,food_culture,0,18,25,
gpt-5.5,p068,food_culture,1,22,28,
gpt-5.5,p068,food_culture,2,31,38,
gpt-5.5,p068,food_culture,3,19,22,
gpt-5.5,p068,food_culture,4,34,42,
gpt-5.5,p068,food_culture,5,28,45,
gpt-5.5,p070,food_culture,0,18,15,12
gpt-5.5,p070,food_culture,1,22,25,18
gpt-5.5,p070,food_culture,2,28,35,20
gpt-5.5,p070,food_culture,3,25,30,16
gpt-5.5,p070,food_culture,4,34,45,22
gpt-5.5,p070,food_culture,5,20,35,18
gpt-5.5,p070,food_culture,6,8,8,8
gpt-5.5,p071,language,0,18,15,
gpt-5.5,p071,language,1,28,35,
gpt-5.5,p071,language,2,24,25,
gpt-5.5,p071,language,3,22,20,
gpt-5.5,p071,language,4,30,40,
gpt-5.5,p071,language,5,20,25,
gpt-5.5,p071,language,6,14,15,
gpt-5.5,p072,language,0,12,15,
gpt-5.5,p072,language,1,18,22,
gpt-5.5,p072,language,2,14,18,
gpt-5.5,p072,language,3,22,28,
gpt-5.5,p072,language,4,10,20,
gpt-5.5,p072,language,5,7,8,
gpt-5.5,p073,language,0,18,25,
gpt-5.5,p073,language,1,22,35,
gpt-5.5,p073,language,2,14,20,
gpt-5.5,p073,language,3,20,30,
gpt-5.5,p073,language,4,16,25,
gpt-5.5,p073,language,5,10,15,
gpt-5.5,p077,language,0,18,18,
gpt-5.5,p077,language,1,24,32,
gpt-5.5,p077,language,2,20,20,
gpt-5.5,p077,language,3,32,38,
gpt-5.5,p077,language,4,29,34,
gpt-5.5,p077,language,5,23,28,
gpt-5.5,p081,arts_culture,0,12,12,
gpt-5.5,p081,arts_culture,1,21,28,
gpt-5.5,p081,arts_culture,2,17,20,
gpt-5.5,p081,arts_culture,3,18,18,
gpt-5.5,p081,arts_culture,4,24,30,
gpt-5.5,p081,arts_culture,5,16,22,
gpt-5.5,p082,arts_culture,0,18,15,
gpt-5.5,p082,arts_culture,1,32,45,
gpt-5.5,p082,arts_culture,2,20,20,
gpt-5.5,p082,arts_culture,3,24,35,
gpt-5.5,p082,arts_culture,4,19,22,
gpt-5.5,p082,arts_culture,5,21,28,
gpt-5.5,p084,arts_culture,0,18,15,
gpt-5.5,p084,arts_culture,1,32,35,
gpt-5.5,p084,arts_culture,2,29,30,
gpt-5.5,p084,arts_culture,3,23,20,
gpt-5.5,p084,arts_culture,4,34,25,
gpt-5.5,p084,arts_culture,5,21,18,
gpt-5.5,p086,arts_culture,0,18,12,
gpt-5.5,p086,arts_culture,1,20,18,
gpt-5.5,p086,arts_culture,2,24,22,
gpt-5.5,p086,arts_culture,3,19,18,
gpt-5.5,p086,arts_culture,4,21,16,
gpt-5.5,p086,arts_culture,5,16,14,
gpt-5.5,p092,misconceptions,0,12,12,
gpt-5.5,p092,misconceptions,1,24,35,
gpt-5.5,p092,misconceptions,2,15,20,
gpt-5.5,p092,misconceptions,3,18,24,
gpt-5.5,p092,misconceptions,4,10,15,
gpt-5.5,p092,misconceptions,5,14,18,
gpt-5.5,p095,misconceptions,0,12,12,
gpt-5.5,p095,misconceptions,1,18,18,
gpt-5.5,p095,misconceptions,2,14,15,
gpt-5.5,p095,misconceptions,3,20,20,
gpt-5.5,p095,misconceptions,4,16,16,
gpt-5.5,p095,misconceptions,5,17,18,
gpt-5.5,p096,misconceptions,0,12,12,
gpt-5.5,p096,misconceptions,1,10,18,
gpt-5.5,p096,misconceptions,2,18,22,
gpt-5.5,p096,misconceptions,3,15,20,
gpt-5.5,p096,misconceptions,4,14,16,
gpt-5.5,p096,misconceptions,5,8,10,
gpt-5.5,p099,misconceptions,0,12,12,
gpt-5.5,p099,misconceptions,1,18,25,
gpt-5.5,p099,misconceptions,2,22,32,
gpt-5.5,p099,misconceptions,3,24,35,
gpt-5.5,p099,misconceptions,4,20,28,
gpt-5.5,p099,misconceptions,5,10,15,
gpt-5.5,p099,misconceptions,6,8,10,
gpt-5.5,ru01,history,0,8,25,
gpt-5.5,ru01,history,1,10,22,
gpt-5.5,ru01,history,2,6,18,
gpt-5.5,ru01,history,3,18,35,
gpt-5.5,ru01,history,4,22,40,
gpt-5.5,ru01,history,5,14,32,
gpt-5.5,ru02,food_culture,0,18,34,
gpt-5.5,ru02,food_culture,1,22,38,
gpt-5.5,ru02,food_culture,2,27,42,
gpt-5.5,ru02,food_culture,3,24,44,
gpt-5.5,ru02,food_culture,4,20,35,
gpt-5.5,ru02,food_culture,5,19,37,
gpt-5.5,ru03,science,0,12,15,
gpt-5.5,ru03,science,1,18,22,
gpt-5.5,ru03,science,2,16,20,
gpt-5.5,ru03,science,3,14,18,
gpt-5.5,ru03,science,4,17,24,
gpt-5.5,ru03,science,5,19,21,
gpt-5.5,ru03,science,6,10,14,
gpt-5.5,ru04,biology_medicine,0,18,18,
gpt-5.5,ru04,biology_medicine,1,27,24,
gpt-5.5,ru04,biology_medicine,2,35,28,
gpt-5.5,ru04,biology_medicine,3,29,22,
gpt-5.5,ru04,biology_medicine,4,31,20,
gpt-5.5,ru04,biology_medicine,5,24,24,
gpt-5.5,ru05,technology,0,18,15,
gpt-5.5,ru05,technology,1,25,24,
gpt-5.5,ru05,technology,2,28,22,
gpt-5.5,ru05,technology,3,31,28,
gpt-5.5,ru05,technology,4,34,30,
gpt-5.5,ru05,technology,5,20,18,
gpt-5.5,ru05,technology,6,22,20,
gpt-5.5,ru06,economics,0,18,18,
gpt-5.5,ru06,economics,1,12,14,
gpt-5.5,ru06,economics,2,15,20,
gpt-5.5,ru06,economics,3,14,18,
gpt-5.5,ru06,economics,4,20,24,
gpt-5.5,ru06,economics,5,22,30,
gpt-5.5,ru07,geography,0,12,12,
gpt-5.5,ru07,geography,1,16,22,
gpt-5.5,ru07,geography,2,14,18,
gpt-5.5,ru07,geography,3,15,20,
gpt-5.5,ru07,geography,4,18,17,
gpt-5.5,ru07,geography,5,17,27,
gpt-5.5,ru07,geography,6,13,21,
gpt-5.5,ru08,food_culture,0,18,38,
gpt-5.5,ru08,food_culture,1,14,42,
gpt-5.5,ru08,food_culture,2,20,35,
gpt-5.5,ru08,food_culture,3,16,32,
gpt-5.5,ru08,food_culture,4,24,40,
gpt-5.5,ru08,food_culture,5,15,34,
gpt-5.5,ru09,science,0,18,18,
gpt-5.5,ru09,science,1,24,22,
gpt-5.5,ru09,science,2,32,28,
gpt-5.5,ru09,science,3,28,26,
gpt-5.5,ru09,science,4,20,20,
gpt-5.5,ru09,science,5,22,24,
gpt-5.5,ru10,biology_medicine,0,12,25,
gpt-5.5,ru10,biology_medicine,1,18,35,
gpt-5.5,ru10,biology_medicine,2,24,38,
gpt-5.5,ru10,biology_medicine,3,31,45,
gpt-5.5,ru10,biology_medicine,4,16,30,
gpt-5.5,ru10,biology_medicine,5,14,28,
gpt-5.5,ru10,biology_medicine,6,10,22,
gpt-oss-120b,p001,history,0,15,10,15
gpt-oss-120b,p001,history,1,20,20,22
gpt-oss-120b,p001,history,2,30,15,20
gpt-oss-120b,p001,history,3,35,25,18
gpt-oss-120b,p001,history,4,40,20,17
gpt-oss-120b,p001,history,5,25,10,18
gpt-oss-120b,p002,history,0,15,15,
gpt-oss-120b,p002,history,1,20,20,
gpt-oss-120b,p002,history,2,30,30,
gpt-oss-120b,p002,history,3,25,35,
gpt-oss-120b,p002,history,4,35,20,
gpt-oss-120b,p002,history,5,20,15,
gpt-oss-120b,p003,history,0,10,15,
gpt-oss-120b,p003,history,1,12,25,
gpt-oss-120b,p003,history,2,15,35,
gpt-oss-120b,p003,history,3,18,30,
gpt-oss-120b,p003,history,4,20,45,
gpt-oss-120b,p003,history,5,15,20,
gpt-oss-120b,p004,history,0,25,20,
gpt-oss-120b,p004,history,1,30,15,
gpt-oss-120b,p004,history,2,20,10,
gpt-oss-120b,p004,history,3,35,30,
gpt-oss-120b,p004,history,4,40,20,
gpt-oss-120b,p004,history,5,30,15,
gpt-oss-120b,p012,science,0,12,15,
gpt-oss-120b,p012,science,1,15,30,
gpt-oss-120b,p012,science,2,20,40,
gpt-oss-120b,p012,science,3,22,45,
gpt-oss-120b,p012,science,4,18,40,
gpt-oss-120b,p012,science,5,25,20,
gpt-oss-120b,p013,science,0,8,15,
gpt-oss-120b,p013,science,1,12,30,
gpt-oss-120b,p013,science,2,10,20,
gpt-oss-120b,p013,science,3,15,35,
gpt-oss-120b,p013,science,4,12,40,
gpt-oss-120b,p013,science,5,18,45,
gpt-oss-120b,p015,science,0,10,10,
gpt-oss-120b,p015,science,1,30,30,
gpt-oss-120b,p015,science,2,20,15,
gpt-oss-120b,p015,science,3,15,25,
gpt-oss-120b,p015,science,4,25,30,
gpt-oss-120b,p015,science,5,20,15,
gpt-oss-120b,p018,science,0,10,20,
gpt-oss-120b,p018,science,1,20,30,
gpt-oss-120b,p018,science,2,15,25,
gpt-oss-120b,p018,science,3,20,20,
gpt-oss-120b,p018,science,4,15,20,
gpt-oss-120b,p018,science,5,25,15,
gpt-oss-120b,p021,biology_medicine,0,15,20,
gpt-oss-120b,p021,biology_medicine,1,12,25,
gpt-oss-120b,p021,biology_medicine,2,20,35,
gpt-oss-120b,p021,biology_medicine,3,18,30,
gpt-oss-120b,p021,biology_medicine,4,22,40,
gpt-oss-120b,p021,biology_medicine,5,15,25,
gpt-oss-120b,p025,biology_medicine,0,10,15,
gpt-oss-120b,p025,biology_medicine,1,20,20,
gpt-oss-120b,p025,biology_medicine,2,30,35,
gpt-oss-120b,p025,biology_medicine,3,25,25,
gpt-oss-120b,p025,biology_medicine,4,35,30,
gpt-oss-120b,p025,biology_medicine,5,15,20,
gpt-oss-120b,p027,biology_medicine,0,15,15,
gpt-oss-120b,p027,biology_medicine,1,20,30,
gpt-oss-120b,p027,biology_medicine,2,25,35,
gpt-oss-120b,p027,biology_medicine,3,20,25,
gpt-oss-120b,p027,biology_medicine,4,15,40,
gpt-oss-120b,p027,biology_medicine,5,10,20,
gpt-oss-120b,p029,biology_medicine,0,12,15,
gpt-oss-120b,p029,biology_medicine,1,15,30,
gpt-oss-120b,p029,biology_medicine,2,18,45,
gpt-oss-120b,p029,biology_medicine,3,10,20,
gpt-oss-120b,p029,biology_medicine,4,20,35,
gpt-oss-120b,p029,biology_medicine,5,12,15,
gpt-oss-120b,p033,technology,0,15,15,
gpt-oss-120b,p033,technology,1,20,25,
gpt-oss-120b,p033,technology,2,25,30,
gpt-oss-120b,p033,technology,3,30,20,
gpt-oss-120b,p033,technology,4,20,15,
gpt-oss-120b,p033,technology,5,35,20,
gpt-oss-120b,p034,technology,0,15,20,
gpt-oss-120b,p034,technology,1,20,25,
gpt-oss-120b,p034,technology,2,30,30,
gpt-oss-120b,p034,technology,3,35,35,
gpt-oss-120b,p034,technology,4,25,25,
gpt-oss-120b,p034,technology,5,20,20,
gpt-oss-120b,p035,technology,0,15,15,
gpt-oss-120b,p035,technology,1,20,25,
gpt-oss-120b,p035,technology,2,25,20,
gpt-oss-120b,p035,technology,3,30,30,
gpt-oss-120b,p035,technology,4,35,20,
gpt-oss-120b,p035,technology,5,15,15,
gpt-oss-120b,p040,technology,0,15,20,
gpt-oss-120b,p040,technology,1,20,35,
gpt-oss-120b,p040,technology,2,25,45,
gpt-oss-120b,p040,technology,3,30,30,
gpt-oss-120b,p040,technology,4,20,25,
gpt-oss-120b,p040,technology,5,15,20,
gpt-oss-120b,p042,economics,0,15,30,15
gpt-oss-120b,p042,economics,1,10,25,12
gpt-oss-120b,p042,economics,2,20,20,13
gpt-oss-120b,p042,economics,3,25,35,14
gpt-oss-120b,p042,economics,4,18,30,13
gpt-oss-120b,p042,economics,5,12,25,12
gpt-oss-120b,p044,economics,0,15,15,12
gpt-oss-120b,p044,economics,1,20,25,14
gpt-oss-120b,p044,economics,2,25,20,13
gpt-oss-120b,p044,economics,3,30,15,12
gpt-oss-120b,p044,economics,4,35,30,13
gpt-oss-120b,p044,economics,5,20,20,13
gpt-oss-120b,p045,economics,0,15,20,
gpt-oss-120b,p045,economics,1,10,15,
gpt-oss-120b,p045,economics,2,20,30,
gpt-oss-120b,p045,economics,3,25,35,
gpt-oss-120b,p045,economics,4,15,40,
gpt-oss-120b,p045,economics,5,20,45,
gpt-oss-120b,p046,economics,0,12,10,
gpt-oss-120b,p046,economics,1,18,15,
gpt-oss-120b,p046,economics,2,22,35,
gpt-oss-120b,p046,economics,3,20,20,
gpt-oss-120b,p046,economics,4,15,15,
gpt-oss-120b,p046,economics,5,10,15,
gpt-oss-120b,p052,geography,0,12,20,
gpt-oss-120b,p052,geography,1,15,25,
gpt-oss-120b,p052,geography,2,20,30,
gpt-oss-120b,p052,geography,3,18,35,
gpt-oss-120b,p052,geography,4,25,40,
gpt-oss-120b,p052,geography,5,10,15,
gpt-oss-120b,p054,geography,0,15,20,
gpt-oss-120b,p054,geography,1,25,45,
gpt-oss-120b,p054,geography,2,20,40,
